province	province_id	district_id	division_id	ps_id	division	num	name	lat	lng	phone_mobile	phone_office	fax
Western	LK-1	LK-11	PS-1102	PS-110214	Colombo North	14	Bluemandal	6.9330754	79.857181	071-8591573	-	011-2522733
Western	LK-1	LK-11	PS-1102	PS-110215	Colombo North	15	Grandpass	6.9490522	79.8729828	071-8591575	011-2436258	011-2421414
Western	LK-1	LK-11	PS-1102	PS-110216	Colombo North	16	Dematagoda	6.9303851	79.8771612	071-8591576	011-2693319	011-2693838
Western	LK-1	LK-11	PS-1103	PS-110317	Colombo South	17	Kollupitiya	6.9141145	79.849048	071-8591579	011-2320131	011-2323689
Western	LK-1	LK-11	PS-1103	PS-110318	Colombo South	18	Bambalapitiya	6.8920723	79.8557755	071-8591580	011-2583208	011-2588680
Western	LK-1	LK-11	PS-1103	PS-110319	Colombo South	19	Kirulapone	6.8781222	79.8741591	071-8591582	011-2514634	011-2513531
Western	LK-1	LK-11	PS-1103	PS-110320	Colombo South	20	Wellawatta	6.8731075	79.86167019999999	071-8591583	011-2364860	011-2588212
Western	LK-1	LK-11	PS-1103	PS-110321	Colombo South	21	Narahenpita	6.891832099999999	79.87671499999999	071-8591584	011-2588638	011-2368242
Western	LK-1	LK-11	PS-1103	PS-110322	Colombo South	22	BMICH	6.9095122	79.89515639999999	071-8591586	011-2691140	011-2691132
Western	LK-1	LK-11	PS-1103	PS-110323	Colombo South	23	Borella	6.9152663	79.8782896	071-8591587	011-2694019	011-2693938
Western	LK-1	LK-11	PS-1103	PS-110324	Colombo South	24	Cinnamon Garden	6.9072887	79.86381899999999	071-8591588	011-2693377	011-2695411
Western	LK-1	LK-12	PS-1201	PS-120125	Kelaniya	25	Peliyagoda	6.9551929	79.8861198	071-8591592	011-2910608	011-2911222
Western	LK-1	LK-12	PS-1201	PS-120126	Kelaniya	26	Kelaniya	6.950251499999999	79.9174586	071-8591593	011-2914666	011-2911922
Western	LK-1	LK-12	PS-1201	PS-120127	Kelaniya	27	Kandana	7.0488309	79.8974076	071-8591595	011-2236895	011-2236333
Western	LK-1	LK-12	PS-1201	PS-120128	Kelaniya	28	Wattala	6.993713	79.89450610000002	071-8591596	011-2932222	011-2930222
Western	LK-1	LK-12	PS-1201	PS-120129	Kelaniya	29	Mahabage	7.0147396	79.898434	071-8591597	-	011-2948469
Western	LK-1	LK-12	PS-1201	PS-120130	Kelaniya	30	Sapugaskanda	6.970586	79.95358809999999	071-8591599	011-2400316	011-2400315
Western	LK-1	LK-12	PS-1201	PS-120131	Kelaniya	31	Biyagama	6.962283999999999	80.0090367	071-8591600	011-2487306	011-2487574
Western	LK-1	LK-12	PS-1201	PS-120132	Kelaniya	32	Meegahawatta	6.988968	80.000356	071-8591601	-	011-2977233
Western	LK-1	LK-12	PS-1201	PS-120133	Kelaniya	33	Ja - Ela	7.0810553	79.8905036	071-8591603	011-2236131	011-2236222
Western	LK-1	LK-12	PS-1201	PS-120134	Kelaniya	34	Ragama	7.0349751	79.9241477	071-8591604	011-2957197	011-2958222
Western	LK-1	LK-12	PS-1201	PS-120135	Kelaniya	35	Kiribathgoda	6.978004599999999	79.929433	071-8591606	011-2910494	011-2914985
Western	LK-1	LK-12	PS-1201	PS-120136	Kelaniya	36	Kadawatha	7.0015198	79.95003000000001	071-8591607	011-2925258	011-2925222
Western	LK-1	LK-12	PS-1202	PS-120237	Gampaha	37	Gampaha	7.0877653	80.0122797	071-8591611	033-2222226	033-2222224
Western	LK-1	LK-12	PS-1202	PS-120238	Gampaha	38	Minuwangoda	7.1742149	79.9578738	071-8591612	011-2295223	011-2295222
Western	LK-1	LK-12	PS-1202	PS-120239	Gampaha	39	Kirindiwela	7.043010799999999	80.1204492	071-8591614	033-2267445	033-2267222
Western	LK-1	LK-12	PS-1202	PS-120240	Gampaha	40	Dompe	6.9491115	80.0577271	071-8591615	011-2409922	011-2409222
Western	LK-1	LK-12	PS-1202	PS-120241	Gampaha	41	Pugoda	6.982829799999999	80.1111894	071-8591616	011-2405222	011-2405224
Western	LK-1	LK-12	PS-1202	PS-120242	Gampaha	42	Ganemulla	7.066803999999999	79.9597508	071-8591618	033-2260911	033-2260222
Western	LK-1	LK-12	PS-1202	PS-120243	Gampaha	43	Weeragula	7.0971557	80.0603986	071-8591619	033-2278020	033-2279442
Western	LK-1	LK-12	PS-1202	PS-120244	Gampaha	44	Weliweriya	7.0345099	80.0261137	071-8591620	033-2256105	033-2255222
Western	LK-1	LK-12	PS-1202	PS-120245	Gampaha	45	Malwathuhiripitiya	7.0542877	80.0693652	071-8591621	-	033-2278800
Western	LK-1	LK-12	PS-1202	PS-120246	Gampaha	46	Nittambuwa	7.1497258	80.10046009999999	071-8591623	033-2287225	033-2287224
Western	LK-1	LK-12	PS-1202	PS-120247	Gampaha	47	Weyangoda	7.1440531	80.09551139999999	071-8591624	033-2287223	033-2287222
Western	LK-1	LK-12	PS-1202	PS-120248	Gampaha	48	Meerigama	7.2451692	80.12864739999999	071-8591625	033-2274322	033-2273222
Western	LK-1	LK-12	PS-1202	PS-120249	Gampaha	49	Pallewela	7.197364799999999	80.0948561	071-8592152	033-2271416	033-2271413
Western	LK-1	LK-12	PS-1202	PS-120250	Gampaha	50	Yakkala	7.0766215	80.0206546	071-8592153	-	033-2225924
Western	LK-1	LK-12	PS-1203	PS-120351	Negombo	51	Negombo	7.2247964	79.88001469999999	071-8591630	031-2224289	031-2222222
Western	LK-1	LK-12	PS-1203	PS-120352	Negombo	52	Kochchikade	7.265049400000001	79.8570264	071-8591631	031-2276338	031-2277222
Western	LK-1	LK-12	PS-1203	PS-120353	Negombo	53	Pamunugama	7.0788917	79.8596955	071-8591633	011-2243494	011-2236340
Western	LK-1	LK-12	PS-1203	PS-120354	Negombo	54	Kotadeniyawa	7.2836433	80.0664895	071-8591634	033-2240050	033-2272222
Western	LK-1	LK-12	PS-1203	PS-120355	Negombo	55	Diulapitiya	7.1742149	79.9578738	071-8591635	031-2247256	031-2246222
Western	LK-1	LK-12	PS-1203	PS-120356	Negombo	56	Seeduwa	7.1287213	79.8773709	071-8591637	011-2253522	011-2253522
Western	LK-1	LK-12	PS-1203	PS-120357	Negombo	57	Raddolugama	7.140613200000001	79.90024919999999	071-8591638	-	011-2292857
Western	LK-1	LK-12	PS-1203	PS-120358	Negombo	58	Katunayaka	7.1658979	79.88260729999999	071-8591639	011-2252223	011-2252222
Western	LK-1	LK-12	PS-1203	PS-120360	Negombo	60	Katana	7.2247964	79.88001469999999	071-8591710	031-2227740	031-2227735
Western	LK-1	LK-12	PS-1203	PS-120361	Negombo	61	Dungalpitiya	7.139226499999999	79.8335427	071-8592186	031-2230889	031-2230888
Western	LK-1	LK-11	PS-1104	PS-110462	Nugegoda	62	Mirihana	6.8737138	79.9017235	071-8591644	011-2854853	011-2828566
Western	LK-1	LK-11	PS-1104	PS-110463	Nugegoda	63	Maharagama	6.8454219	79.92892839999999	071-8591645	011-2850700	011-2850222
Western	LK-1	LK-11	PS-1104	PS-110464	Nugegoda	64	Boralesgamuwa	6.8413308	79.9012553	071-8591646	011-2150779	011-2509461
Western	LK-1	LK-11	PS-1104	PS-110465	Nugegoda	65	Wellampitiya	6.937514299999999	79.89629819999999	071-8591648	011-2695719	011-2572222
Western	LK-1	LK-11	PS-1104	PS-110466	Nugegoda	66	Thalangama	6.9108901	79.9293251	071-8591649	011-2789249	011-2788079
Western	LK-1	LK-11	PS-1104	PS-110467	Nugegoda	67	Welikada	6.9095122	79.89515639999999	071-8591650	011-2864060	011-2862522
Western	LK-1	LK-11	PS-1104	PS-110468	Nugegoda	68	Nawagamuwa	6.9251691	80.0172066	071-8591652	011-2415212	011-2415222
Western	LK-1	LK-11	PS-1104	PS-110469	Nugegoda	69	Mulleriyawa	6.9271866	79.92910789999999	071-8591653	-	011-2578279
Western	LK-1	LK-11	PS-1104	PS-110470	Nugegoda	70	Homagama	6.8361548	80.0034745	071-8591655	011-2855211	011-2855222
Western	LK-1	LK-11	PS-1104	PS-110471	Nugegoda	71	Kottawa	6.8413325	79.9635531	071-8591656	-	011-2782760
Western	LK-1	LK-11	PS-1104	PS-110472	Nugegoda	72	Athurugiriya	6.872311499999999	79.9961062	071-8591657	011-2561202	011-2561222
Western	LK-1	LK-11	PS-1104	PS-110473	Nugegoda	73	Padukka	6.842194999999999	80.09247049999999	071-8591659	011-2859110	011-2859027
Western	LK-1	LK-11	PS-1104	PS-110474	Nugegoda	74	Hanwella	6.900815499999999	80.0874955	071-8591660	036-2253982	036-2255222
Western	LK-1	LK-11	PS-1104	PS-110475	Nugegoda	75	Gothatuwa	6.9226166	79.9134752	071-8592154	011-2411131	011-2411146
Western	LK-1	LK-11	PS-1104	PS-110476	Nugegoda	76	Meepe	6.854507799999999	80.0544421	071-8592179	-	011-2175450
Western	LK-1	LK-11	PS-1105	PS-110577	Mount Lavinia	77	Mount Lavinia	6.8250065	79.87009019999999	071-8591664	011-2729622	011-2738351
Western	LK-1	LK-11	PS-1105	PS-110578	Mount Lavinia	78	Piliyandala	6.8021493	79.9225651	071-8591665	011-2614258	011-2614222
Western	LK-1	LK-11	PS-1105	PS-110579	Mount Lavinia	79	Angulana	6.8057748	79.869788	071-8591666	-	011-2626357
Western	LK-1	LK-11	PS-1105	PS-110580	Mount Lavinia	80	Dehiwala	6.850087599999999	79.8716965	071-8591668	011-2713322	011-2738222
Western	LK-1	LK-11	PS-1105	PS-110581	Mount Lavinia	81	Kohuwala	6.8673173	79.8836484	071-8591669	011-2853929	011-2852621
Western	LK-1	LK-11	PS-1105	PS-110582	Mount Lavinia	82	Moratuwa	6.7729491	79.8850477	071-8591671	011-2645215	011-2645222
Western	LK-1	LK-11	PS-1105	PS-110583	Mount Lavinia	83	Kahathuduwa	6.7831484	79.9860139	071-8591672	011-2705544	011-2705233
Western	LK-1	LK-11	PS-1105	PS-110584	Mount Lavinia	84	Moratumulla	6.787303499999999	79.89506469999999	071-8591673	-	011-2653143
Western	LK-1	LK-11	PS-1105	PS-110585	Mount Lavinia	85	Egoda Uyana	6.725967700000001	79.90114489999999	071-8592180	-	011-2659796
Western	LK-1	LK-13	PS-1301	PS-130186	Panadura	86	Panadura South	6.7209414	79.9073149	071-8591677	038-2232576	038-2232222
Western	LK-1	LK-13	PS-1301	PS-130187	Panadura	87	Panadura North	6.7496727	79.9002474	071-8591678	038-2297804	038-2233204
Western	LK-1	LK-13	PS-1301	PS-130188	Panadura	88	Wadduwa	6.6644027	79.9298512	071-8591679	038-2284855	038-2232522
Western	LK-1	LK-13	PS-1301	PS-130189	Panadura	89	Bandaragama	6.7151786	79.98767420000001	071-8591681	038-2293922	038-2290222
Western	LK-1	LK-13	PS-1301	PS-130190	Panadura	90	Anguruwatota	6.654997400000001	80.05818289999999	071-8591682	034-2251420	034-2251344
Western	LK-1	LK-13	PS-1301	PS-130191	Panadura	91	Millaniya	6.681692099999999	80.0208468	071-8591683	034-2252722	034-2252222
Western	LK-1	LK-13	PS-1301	PS-130192	Panadura	92	Horana	6.7146133	80.0690912	071-8591685	034-2261223	034-2261222
Western	LK-1	LK-13	PS-1301	PS-130193	Panadura	93	Ingiriya	6.7436139	80.1750771	071-8591686	034-2269223	034-2269222
Western	LK-1	LK-13	PS-1301	PS-130194	Panadura	94	Moragahahena	6.785840299999999	80.0652212	071-8591687	034-2253253	034-2254524
Western	LK-1	LK-13	PS-1301	PS-130195	Panadura	95	Moronthuduwa	6.660211899999999	79.9728178	071-8592138	-	038-2295599
Western	LK-1	LK-13	PS-1302	PS-130296	Kalutara	96	Kalutara South	6.584860099999999	79.96104319999999	071-8591691	034-2222226	034-2222223
Western	LK-1	LK-13	PS-1302	PS-130297	Kalutara	97	Kalutara North	6.602049399999999	79.95604159999999	071-8591692	034-2237841	034-2237225
Western	LK-1	LK-13	PS-1302	PS-130298	Kalutara	98	Payagala	6.5411438	79.9748549	071-8591694	034-2222751	034-2222750
Western	LK-1	LK-13	PS-1302	PS-130299	Kalutara	99	Dodangoda	6.553374799999999	80.0235692	071-8591695	-	034-2281622
Western	LK-1	LK-13	PS-1302	PS-1302100	Kalutara	100	Aluthgama	6.4328421	79.9980319	071-8591697	034-2271350	034-2275222
Western	LK-1	LK-13	PS-1302	PS-1302101	Kalutara	101	Welipanna	6.4674282	80.1083135	071-8591698	-	034-2274423
Western	LK-1	LK-13	PS-1302	PS-1302102	Kalutara	102	Beruwala	6.4803295	79.98349759999999	071-8591699	034-2279966	034-2276322
Western	LK-1	LK-13	PS-1302	PS-1302103	Kalutara	103	Mathugama	6.520880699999999	80.117908	071-8591701	034-2247120	034-2247222
Western	LK-1	LK-13	PS-1302	PS-1302104	Kalutara	104	Bulathsinhala	6.6504248	80.17703	071-8591702	034-2282292	034-2283122
Western	LK-1	LK-13	PS-1302	PS-1302105	Kalutara	105	Thebuwana	6.654997400000001	80.05818289999999	071-8591703	-	034-2242122
Western	LK-1	LK-13	PS-1302	PS-1302106	Kalutara	106	Baduraliya	6.516756099999999	80.22671629999999	071-8591705	-	034-2244422
Western	LK-1	LK-13	PS-1302	PS-1302107	Kalutara	107	Meegahathenna	6.436941300000001	80.1942998	071-8591706	-	034-2284022
Western	LK-1	LK-13	PS-1302	PS-1302108	Kalutara	108	Thiniyawala	6.410453899999999	80.3286262	071-8591707	-	091-3783119
Western	LK-1	LK-13	PS-1302	PS-1302111	Kalutara	111	Mattegoda	6.815277	79.9721359	071-8592207	-	011-2783776
Central	LK-2	LK-21	PS-2101	PS-210101	Kandy	1	Kandy	7.292947799999999	80.64236819999999	071-8591045	081-2222226	081-2222222
Central	LK-2	LK-21	PS-2101	PS-210102	Kandy	2	Dalada Maligawa	7.292947799999999	80.64236819999999	071-8591046	-	081-2225722
Central	LK-2	LK-21	PS-2101	PS-210103	Kandy	3	Katugastota	7.332014399999999	80.62300599999999	071-8591048	081-2499383	081-2499222
Central	LK-2	LK-21	PS-2101	PS-210104	Kandy	4	Ankumbura	7.4388263	80.5719388	071-8591049	-	066-2240222
Central	LK-2	LK-21	PS-2101	PS-210105	Kandy	5	Galagedara	7.3736827	80.52615449999999	071-8591050	-	081-2461222
Central	LK-2	LK-21	PS-2101	PS-210106	Kandy	6	Hatharaliyadda	7.336886000000001	80.47181429999999	071-8591051	-	081-2464456
Central	LK-2	LK-21	PS-2101	PS-210107	Kandy	7	Thalathuoya	7.251660099999999	80.68952809999999	071-8591054	-	081-2404384
Central	LK-2	LK-21	PS-2101	PS-210108	Kandy	8	Hanguranketha	7.176511499999999	80.7773879	071-8591055	081-2369223	081-2369222
Central	LK-2	LK-21	PS-2101	PS-210109	Kandy	9	Pallekele	7.279687999999999	80.6829453	071-8591056	-	081-2423157
Central	LK-2	LK-21	PS-2101	PS-210110	Kandy	10	Peradeniya	7.267283399999999	80.6019012	071-8591058	081-2388033	081-2388222
Central	LK-2	LK-21	PS-2101	PS-210111	Kandy	11	Daulagala	7.227282600000001	80.57440869999999	071-8591059	-	081-2315032
Central	LK-2	LK-21	PS-2101	PS-210112	Kandy	12	Kadugannawa	7.256285499999999	80.5169075	071-8591060	081-2571416	081-2571222
Central	LK-2	LK-21	PS-2101	PS-210113	Kandy	13	Alawathugoda	7.388279700000001	80.61882399999999	071-8591062	-	066-2244322
Central	LK-2	LK-21	PS-2101	PS-210114	Kandy	14	Welambada	7.201767599999999	80.5441658	071-8592131	-	081-2077737
Central	LK-2	LK-21	PS-2101	PS-210115	Kandy	15	Poojapitiya	7.3729379	80.5876189	071-8592130	-	081-2307230
Central	LK-2	LK-21	PS-2102	PS-210216	Gampola	16	Gampola	7.1329414	80.56799	071-8591073	081-2352319	081-2352222
Central	LK-2	LK-21	PS-2102	PS-210217	Gampola	17	Pussellawa	7.1153343	80.63555319999999	071-8591074	081-2478360	081-2478222
Central	LK-2	LK-21	PS-2102	PS-210218	Gampola	18	Nawa Kurunduwatta	7.1263573	80.53028599999999	071-8591075	081-2357222	081-2350406
Central	LK-2	LK-21	PS-2102	PS-210219	Gampola	19	Nawalapitiya	7.057354900000001	80.53607500000001	071-8591077	054-2222427	054-2222222
Central	LK-2	LK-21	PS-2102	PS-210220	Gampola	20	Galaha	7.1960745	80.66996069999999	071-8591078	-	081-2467222
Central	LK-2	LK-22	PS-2201	PS-220121	Matale	21	Matale	7.4627889	80.6262106	071-8591082	066-2222226	066-2222222
Central	LK-2	LK-22	PS-2201	PS-220122	Matale	22	Rattota	7.5206842	80.67880869999999	071-8591083	066-2255224	066-2255222
Central	LK-2	LK-22	PS-2201	PS-220123	Matale	23	Mahawela	7.5892475	80.6102695	071-8591084	-	066-2247222
Central	LK-2	LK-22	PS-2201	PS-220124	Matale	24	Yatawatta	7.563527	80.56796709999999	071-8591085	-	066-2056888
Central	LK-2	LK-22	PS-2201	PS-220125	Matale	25	Laggala	7.5496339	80.8354282	071-8591087	-	066-3669224
Central	LK-2	LK-22	PS-2201	PS-220126	Matale	26	Naula	7.6920512	80.6496304	071-8591088	-	066-2246222
Central	LK-2	LK-22	PS-2201	PS-220127	Matale	27	Wilgamuwa	7.5420122	80.9164957	071-8591089	-	066-2250092
Central	LK-2	LK-22	PS-2201	PS-220128	Matale	28	Dambulla	7.862080300000001	80.6491662	071-8591091	066-2284703	066-2275222
Central	LK-2	LK-22	PS-2201	PS-220129	Matale	29	Galewela	7.7632438	80.57414899999999	071-8591092	-	066-2289222
Central	LK-2	LK-22	PS-2201	PS-220130	Matale	30	Sigiriya	7.9424301	80.73250209999999	071-8591093	-	066-2286222
Central	LK-2	LK-23	PS-2301	PS-230131	Nuwaraeliya	31	Nuwaraeliya	6.9741478	80.7676274	071-8591097	052-2222226	052-2222222
Central	LK-2	LK-23	PS-2301	PS-230132	Nuwaraeliya	32	Pudalu oya	6.9072887	79.86381899999999	071-8591098	051-2233422	051-2233222
Central	LK-2	LK-23	PS-2301	PS-230133	Nuwaraeliya	33	Nanuoya	6.939691900000001	80.74418490000001	071-8591099	052-2222667	052-2222722
Central	LK-2	LK-23	PS-2301	PS-230134	Nuwaraeliya	34	Kotmale	7.0636017	80.6850539	071-8591100	052-2259544	052-2259877
Central	LK-2	LK-23	PS-2301	PS-230135	Nuwaraeliya	35	Kandapola	6.997489099999999	80.8236352	071-8591101	052-2229889	052-2229522
Central	LK-2	LK-23	PS-2301	PS-230136	Nuwaraeliya	36	Thalawakale	6.9381982	80.66210520000001	071-8591103	052-2258579	052-2258222
Central	LK-2	LK-23	PS-2301	PS-230137	Nuwaraeliya	37	Agarapathana	6.8838095	80.69283399999999	071-8591104	051-2230332	051-2230222
Central	LK-2	LK-23	PS-2301	PS-230138	Nuwaraeliya	38	Lindula	6.9270273	80.68674419999999	071-8591105	052-2258411	052-2258340
Central	LK-2	LK-23	PS-2301	PS-230139	Nuwaraeliya	39	Dimbulapathana	6.952216399999999	80.628292	071-8591106	051-2244427	051-2244222
Central	LK-2	LK-23	PS-2301	PS-230140	Nuwaraeliya	40	Dayagama	6.8546425	80.7489183	071-8591107	-	051-2230003
Central	LK-2	LK-23	PS-2301	PS-230141	Nuwaraeliya	41	Walapone	7.093347899999999	80.8625134	071-8591109	052-2279351	052-2279122
Central	LK-2	LK-23	PS-2301	PS-230142	Nuwaraeliya	42	Ragala	7.0123475	80.858498	071-8591110	052-2265788	052-2265222
Central	LK-2	LK-23	PS-2301	PS-230143	Nuwaraeliya	43	Udupussellawa	6.9582543	80.9302915	071-8591111	052-2269388	052-2269322
Central	LK-2	LK-23	PS-2301	PS-230144	Nuwaraeliya	44	Maturata	7.0798732	80.8018711	071-8591112	052-2287445	052-2287022
Central	LK-2	LK-23	PS-2301	PS-230145	Nuwaraeliya	45	Theripaha	7.074367	80.9182421	071-8591113	-	052-3527208
Central	LK-2	LK-23	PS-2301	PS-230146	Nuwaraeliya	46	Mandaram Nuwara	7.038015199999999	80.7822146	071-8592125	-	052-3055557
Central	LK-2	LK-23	PS-2301	PS-230147	Nuwaraeliya	47	Pattipola	6.8566204	80.8313855	071-8592127	-	011-3024227
Central	LK-2	LK-23	PS-2302	PS-230248	Hatton	48	Hatton	6.8983949	80.5963669	071-8591117	051-2222520	051-2222222
Central	LK-2	LK-23	PS-2302	PS-230249	Hatton	49	Watawala	6.9456909	80.5378812	071-8591118	-	051-2237022
Central	LK-2	LK-23	PS-2302	PS-230250	Hatton	50	Ginigathhena	6.9891362	80.4940274	071-8591120	051-2242355	051-2242222
Central	LK-2	LK-23	PS-2302	PS-230251	Hatton	51	Nortonbridge	6.913699299999999	80.5209768	071-8591121	051-2232206	051-2232222
Central	LK-2	LK-23	PS-2302	PS-230252	Hatton	52	Nallathanni	7.0788917	79.8596955	071-8591122	052-2022500	052-2055522
Central	LK-2	LK-23	PS-2302	PS-230253	Hatton	53	Bogawanthalawa	6.794514299999999	80.6795535	071-8591124	-	052-2267522
Central	LK-2	LK-23	PS-2302	PS-230254	Hatton	54	Norwood	6.8371952	80.6142395	071-8591125	-	051-2240222
Central	LK-2	LK-23	PS-2302	PS-230255	Hatton	55	Maskeliya	6.913699299999999	80.5209768	071-8591126	-	052-2277222
Central	LK-2	LK-21	PS-2103	PS-210356	Theldeniya	56	Theldeniya	7.309853299999999	80.76425979999999	071-8591066	081-2375719	081-2374073
Central	LK-2	LK-21	PS-2103	PS-210357	Theldeniya	57	Wattegama	7.3506027	80.6833497	071-8591063	081-2476328	081-2476222
Central	LK-2	LK-21	PS-2103	PS-210358	Theldeniya	58	Ududumbara	7.318132800000001	80.8791	071-8591068	-	081-2402222
Central	LK-2	LK-21	PS-2103	PS-210359	Theldeniya	59	Manikhinna	7.3171707	80.7022525	071-8591053	-	081-2374222
Central	LK-2	LK-21	PS-2103	PS-210360	Theldeniya	60	Rangala	7.3308997	80.7735594	071-8591069	-	081-2400222
Central	LK-2	LK-21	PS-2103	PS-210361	Theldeniya	61	Panwila	7.3623551	80.7137311	071-8591065	081-2472223	081-2472222
Central	LK-2	LK-21	PS-2103	PS-210362	Theldeniya	62	Hasalaka	7.353096499999999	80.9544403	071-8591067	-	055-2257122
Southern	LK-3	LK-32	PS-3201	PS-320101	Matara	1	Matara	5.9490397	80.5336586	071-8591436	041-2222727	041-2222223
Southern	LK-3	LK-32	PS-3201	PS-320102	Matara	2	Gandara	5.9416293	80.614037	071-8591437	041-2259159	041-2259222
Southern	LK-3	LK-32	PS-3201	PS-320103	Matara	3	Dikwella	5.9642961	80.6931978	071-8591438	041-2255277	041-2255222
Southern	LK-3	LK-32	PS-3201	PS-320104	Matara	4	Thihagoda	6.0133095	80.5679316	071-8591439	041-2245271	041-2245222
Southern	LK-3	LK-32	PS-3201	PS-320105	Matara	5	Kamburupitiya	6.0738748	80.56457879999999	071-8591440	041-2292223	041-2292222
Southern	LK-3	LK-32	PS-3201	PS-320106	Matara	6	Hakmana	6.0848242	80.643227	071-8591442	041-2286223	041-2286222
Southern	LK-3	LK-32	PS-3201	PS-320107	Matara	7	Morawaka	6.2567767	80.49365449999999	071-8591443	041-2282323	041-2282222
Southern	LK-3	LK-32	PS-3201	PS-320108	Matara	8	Urubokka	6.3102572	80.6290135	071-8591444	041-2272223	041-2272222
Southern	LK-3	LK-32	PS-3201	PS-320109	Matara	9	Mawarala	6.198061	80.58704519999999	071-8591445	041-2291348	041-2291222
Southern	LK-3	LK-32	PS-3201	PS-320110	Matara	10	Deniyaya	6.341435499999999	80.55871929999999	071-8591446	041-2273710	041-2273222
Southern	LK-3	LK-32	PS-3201	PS-320111	Matara	11	Weligama	5.9733015	80.4264547	071-8591448	041-2250226	041-2250222
Southern	LK-3	LK-32	PS-3201	PS-320112	Matara	12	Akuressa	6.0990441	80.47760009999999	071-8591449	041-2283530	041-2283222
Southern	LK-3	LK-32	PS-3201	PS-320113	Matara	13	Kananke	6.0413723	80.4072219	071-8591450	-	091-2286822
Southern	LK-3	LK-32	PS-3201	PS-320114	Matara	14	Pitabeddara	6.2036747	80.4750037	071-8591451	-	041-2281262
Southern	LK-3	LK-32	PS-3201	PS-320115	Matara	15	Kotawila	5.967552599999999	80.4939212	071-8592137	041-2232001	041-2237457
Southern	LK-3	LK-32	PS-3201	PS-320116	Matara	16	Kosmodara	6.2900186	80.5603374	071-8592129	-	041-2271222
Southern	LK-3	LK-32	PS-3201	PS-320117	Matara	17	Malimbada	6.0105029	80.5174376	071-8592143	-	041-2241222
Southern	LK-3	LK-32	PS-3201	PS-320118	Matara	18	Rotumba	6.229548400000001	80.5590967	071-8592139	-	041-3021874
Southern	LK-3	LK-32	PS-3201	PS-320119	Matara	19	Deyyandara	6.198061	80.58704519999999	071-8592140	-	041-2268783
Southern	LK-3	LK-31	PS-3101	PS-310120	Galle	20	Galle	6.032983199999999	80.2171401	071-8591455	091-2234962	091-2222222
Southern	LK-3	LK-31	PS-3101	PS-310121	Galle	21	Ratgama	6.1451151	80.09969330000001	071-8591456	091-2267575	091-2267222
Southern	LK-3	LK-31	PS-3101	PS-310122	Galle	22	Hikkaduwa	6.1451151	80.09969330000001	071-8591457	-	091-2277222
Southern	LK-3	LK-31	PS-3101	PS-310123	Galle	23	Akmeemana	6.0734534	80.27662749999999	071-8591459	-	091-2234223
Southern	LK-3	LK-31	PS-3101	PS-310124	Galle	24	Wanduramba	6.125699699999999	80.2529855	071-8591460	-	091-2292292
Southern	LK-3	LK-31	PS-3101	PS-310125	Galle	25	Yakkalamulla	6.1061857	80.3481517	071-8591461	-	091-2286022
Southern	LK-3	LK-31	PS-3101	PS-310126	Galle	26	Poddala	6.1214493	80.21062909999999	071-8591462	091-3903300	091-2292322
Southern	LK-3	LK-31	PS-3101	PS-310127	Galle	27	Habaraduwa	5.9871001	80.3270979	071-8591464	091-2283281	091-2283344
Southern	LK-3	LK-31	PS-3101	PS-310128	Galle	28	Ahangama	5.972267200000001	80.365256	071-8591465	-	091-2283222
